Date,Place,Crop,Production
2019-08-31,Kabayan,Snap Beans,18.82
2019-09-30,Kabayan,Snap Beans,42.345
2019-10-31,Kabayan,Snap Beans,200.904
2019-11-30,Kabayan,Snap Beans,222.547
2019-12-31,Kabayan,Snap Beans,248.895
2015-01-31,Kapangan,Snap Beans,73.798
2015-02-28,Kapangan,Snap Beans,85.97
2015-03-31,Kapangan,Snap Beans,30.432
2015-04-30,Kapangan,Snap Beans,17.498
2015-05-31,Kapangan,Snap Beans,46.409
2015-06-30,Kapangan,Snap Beans,66.19
2015-07-31,Kapangan,Snap Beans,15.216
2015-08-31,Kapangan,Snap Beans,30.432
2015-09-30,Kapangan,Snap Beans,68.472
2015-10-31,Kapangan,Snap Beans,324.862
2015-11-30,Kapangan,Snap Beans,359.858
2015-12-31,Kapangan,Snap Beans,402.463
2016-01-31,Kapangan,Snap Beans,164.008
2016-02-29,Kapangan,Snap Beans,191.06
2016-03-31,Kapangan,Snap Beans,67.632
2016-04-30,Kapangan,Snap Beans,38.888
2016-05-31,Kapangan,Snap Beans,103.139
2016-06-30,Kapangan,Snap Beans,147.1
2016-07-31,Kapangan,Snap Beans,33.816
2016-08-31,Kapangan,Snap Beans,67.632
2016-09-30,Kapangan,Snap Beans,152.172
2016-10-31,Kapangan,Snap Beans,721.972
2016-11-30,Kapangan,Snap Beans,799.748
2016-12-31,Kapangan,Snap Beans,894.433
2017-01-31,Kapangan,Snap Beans,127.371
2017-02-28,Kapangan,Snap Beans,148.38
2017-03-31,Kapangan,Snap Beans,52.524
2017-04-30,Kapangan,Snap Beans,30.201
2017-05-31,Kapangan,Snap Beans,80.099
2017-06-30,Kapangan,Snap Beans,114.24
2017-07-31,Kapangan,Snap Beans,26.262
2017-08-31,Kapangan,Snap Beans,52.524
2017-09-30,Kapangan,Snap Beans,118.179
2017-10-31,Kapangan,Snap Beans,560.694
2017-11-30,Kapangan,Snap Beans,621.096
2017-12-31,Kapangan,Snap Beans,694.63
2018-01-31,Kapangan,Snap Beans,52.404
2018-02-28,Kapangan,Snap Beans,61.048
2018-03-31,Kapangan,Snap Beans,21.61
2018-04-30,Kapangan,Snap Beans,12.426
2018-05-31,Kapangan,Snap Beans,32.955
2018-06-30,Kapangan,Snap Beans,47.002
2018-07-31,Kapangan,Snap Beans,10.805
2018-08-31,Kapangan,Snap Beans,21.61
2018-09-30,Kapangan,Snap Beans,48.623
2018-10-31,Kapangan,Snap Beans,230.687
2018-11-30,Kapangan,Snap Beans,255.538
2018-12-31,Kapangan,Snap Beans,285.792
2019-01-31,Kapangan,Snap Beans,60.189
2019-02-28,Kapangan,Snap Beans,70.117
2019-03-31,Kapangan,Snap Beans,24.82
2019-04-30,Kapangan,Snap Beans,14.272
2019-05-31,Kapangan,Snap Beans,37.851
2019-06-30,Kapangan,Snap Beans,53.984
2019-07-31,Kapangan,Snap Beans,12.41
2019-08-31,Kapangan,Snap Beans,24.82
2019-09-30,Kapangan,Snap Beans,55.845
2019-10-31,Kapangan,Snap Beans,264.954
2019-11-30,Kapangan,Snap Beans,293.497
2019-12-31,Kapangan,Snap Beans,328.245
2015-01-31,Kibungan,Snap Beans,4.047
2015-02-28,Kibungan,Snap Beans,4.715
2015-03-31,Kibungan,Snap Beans,1.669
2015-04-30,Kibungan,Snap Beans,0.96
2015-05-31,Kibungan,Snap Beans,2.545
2015-06-30,Kibungan,Snap Beans,3.63
2015-07-31,Kibungan,Snap Beans,0.835
2015-08-31,Kibungan,Snap Beans,1.669
2015-09-30,Kibungan,Snap Beans,3.755
2015-10-31,Kibungan,Snap Beans,17.817
2015-11-30,Kibungan,Snap Beans,19.736
2015-12-31,Kibungan,Snap Beans,22.073
2016-01-31,Kibungan,Snap Beans,22.916
2016-02-29,Kibungan,Snap Beans,26.696
2016-03-31,Kibungan,Snap Beans,9.45
2016-04-30,Kibungan,Snap Beans,5.434
2016-05-31,Kibungan,Snap Beans,14.411
2016-06-30,Kibungan,Snap Beans,20.554
2016-07-31,Kibungan,Snap Beans,4.725
2016-08-31,Kibungan,Snap Beans,9.45
2016-09-30,Kibungan,Snap Beans,21.263
2016-10-31,Kibungan,Snap Beans,100.879
2016-11-30,Kibungan,Snap Beans,111.746
2016-12-31,Kibungan,Snap Beans,124.976
2017-01-31,Kibungan,Snap Beans,49.591
2017-02-28,Kibungan,Snap Beans,57.771
2017-03-31,Kibungan,Snap Beans,20.45
2017-04-30,Kibungan,Snap Beans,11.759
2017-05-31,Kibungan,Snap Beans,31.186
2017-06-30,Kibungan,Snap Beans,44.479
2017-07-31,Kibungan,Snap Beans,10.225
2017-08-31,Kibungan,Snap Beans,20.45
2017-09-30,Kibungan,Snap Beans,46.013
2017-10-31,Kibungan,Snap Beans,218.304
2017-11-30,Kibungan,Snap Beans,241.821
2017-12-31,Kibungan,Snap Beans,270.451
2018-01-31,Kibungan,Snap Beans,46.269
2018-02-28,Kibungan,Snap Beans,53.901
2018-03-31,Kibungan,Snap Beans,19.08
2018-04-30,Kibungan,Snap Beans,10.971
2018-05-31,Kibungan,Snap Beans,29.097
2018-06-30,Kibungan,Snap Beans,41.499
2018-07-31,Kibungan,Snap Beans,9.54
2018-08-31,Kibungan,Snap Beans,19.08
2018-09-30,Kibungan,Snap Beans,42.93
2018-10-31,Kibungan,Snap Beans,203.679
2018-11-30,Kibungan,Snap Beans,225.621
2018-12-31,Kibungan,Snap Beans,252.333
2019-01-31,Kibungan,Snap Beans,54.611
2019-02-28,Kibungan,Snap Beans,63.619
2019-03-31,Kibungan,Snap Beans,22.52
2019-04-30,Kibungan,Snap Beans,12.949
2019-05-31,Kibungan,Snap Beans,34.343
2019-06-30,Kibungan,Snap Beans,48.981
2019-07-31,Kibungan,Snap Beans,11.26
2019-08-31,Kibungan,Snap Beans,22.52
2019-09-30,Kibungan,Snap Beans,50.67
2019-10-31,Kibungan,Snap Beans,240.401
2019-11-30,Kibungan,Snap Beans,266.299
2019-12-31,Kibungan,Snap Beans,297.827
2015-01-31,La Trinidad,Snap Beans,6.08
2015-02-28,La Trinidad,Snap Beans,7.083
2015-03-31,La Trinidad,Snap Beans,2.507
2015-04-30,La Trinidad,Snap Beans,1.442
2015-05-31,La Trinidad,Snap Beans,3.824
2015-06-30,La Trinidad,Snap Beans,5.454
2015-07-31,La Trinidad,Snap Beans,1.254
2015-08-31,La Trinidad,Snap Beans,2.507
2015-09-30,La Trinidad,Snap Beans,5.642
2015-10-31,La Trinidad,Snap Beans,26.766
2015-11-30,La Trinidad,Snap Beans,29.65
2015-12-31,La Trinidad,Snap Beans,33.16
2016-01-31,La Trinidad,Snap Beans,40.332
2016-02-29,La Trinidad,Snap Beans,46.985
2016-03-31,La Trinidad,Snap Beans,16.632
2016-04-30,La Trinidad,Snap Beans,9.563
2016-05-31,La Trinidad,Snap Beans,25.363
2016-06-30,La Trinidad,Snap Beans,36.174
2016-07-31,La Trinidad,Snap Beans,8.316
2016-08-31,La Trinidad,Snap Beans,16.632
2016-09-30,La Trinidad,Snap Beans,37.422
2016-10-31,La Trinidad,Snap Beans,177.544
2016-11-30,La Trinidad,Snap Beans,196.671
2016-12-31,La Trinidad,Snap Beans,219.956
2017-01-31,La Trinidad,Snap Beans,39.573
2017-02-28,La Trinidad,Snap Beans,46.101
2017-03-31,La Trinidad,Snap Beans,16.319
2017-04-30,La Trinidad,Snap Beans,9.383
2017-05-31,La Trinidad,Snap Beans,24.886
2017-06-30,La Trinidad,Snap Beans,35.493
2017-07-31,La Trinidad,Snap Beans,8.159
2017-08-31,La Trinidad,Snap Beans,16.319
2017-09-30,La Trinidad,Snap Beans,36.717
2017-10-31,La Trinidad,Snap Beans,174.203
2017-11-30,La Trinidad,Snap Beans,192.97
2017-12-31,La Trinidad,Snap Beans,215.816
2018-01-31,La Trinidad,Snap Beans,35.916
2018-02-28,La Trinidad,Snap Beans,41.841
2018-03-31,La Trinidad,Snap Beans,14.811
2018-04-30,La Trinidad,Snap Beans,8.516
2018-05-31,La Trinidad,Snap Beans,22.586
2018-06-30,La Trinidad,Snap Beans,32.213
2018-07-31,La Trinidad,Snap Beans,7.405
2018-08-31,La Trinidad,Snap Beans,14.811
2018-09-30,La Trinidad,Snap Beans,33.324
2018-10-31,La Trinidad,Snap Beans,158.105
2018-11-30,La Trinidad,Snap Beans,175.138
2018-12-31,La Trinidad,Snap Beans,195.873
2019-01-31,La Trinidad,Snap Beans,29.246
2019-02-28,La Trinidad,Snap Beans,34.07
2019-03-31,La Trinidad,Snap Beans,12.06
2019-04-30,La Trinidad,Snap Beans,6.935
2019-05-31,La Trinidad,Snap Beans,18.392
2019-06-30,La Trinidad,Snap Beans,26.231
2019-07-31,La Trinidad,Snap Beans,6.03
2019-08-31,La Trinidad,Snap Beans,12.06
2019-09-30,La Trinidad,Snap Beans,27.135
2019-10-31,La Trinidad,Snap Beans,128.741
2019-11-30,La Trinidad,Snap Beans,142.61
2019-12-31,La Trinidad,Snap Beans,159.494
2015-01-31,Mankayan,Snap Beans,34.416
2015-02-28,Mankayan,Snap Beans,40.092
2015-03-31,Mankayan,Snap Beans,14.192
2015-04-30,Mankayan,Snap Beans,8.16
2015-05-31,Mankayan,Snap Beans,21.643
2015-06-30,Mankayan,Snap Beans,30.868
2015-07-31,Mankayan,Snap Beans,7.096
2015-08-31,Mankayan,Snap Beans,14.192
2015-09-30,Mankayan,Snap Beans,31.932
2015-10-31,Mankayan,Snap Beans,151.5
2015-11-30,Mankayan,Snap Beans,167.82
2015-12-31,Mankayan,Snap Beans,187.689
2016-01-31,Mankayan,Snap Beans,96.234
2016-02-29,Mankayan,Snap Beans,112.107
2016-03-31,Mankayan,Snap Beans,39.684
2016-04-30,Mankayan,Snap Beans,22.818
2016-05-31,Mankayan,Snap Beans,60.518
2016-06-30,Mankayan,Snap Beans,86.313
2016-07-31,Mankayan,Snap Beans,19.842
2016-08-31,Mankayan,Snap Beans,39.684
2016-09-30,Mankayan,Snap Beans,89.289
2016-10-31,Mankayan,Snap Beans,423.627
2016-11-30,Mankayan,Snap Beans,469.263
2016-12-31,Mankayan,Snap Beans,524.821
2017-01-31,Mankayan,Snap Beans,141.373
2017-02-28,Mankayan,Snap Beans,164.692
2017-03-31,Mankayan,Snap Beans,58.298
2017-04-30,Mankayan,Snap Beans,33.521
2017-05-31,Mankayan,Snap Beans,88.904
2017-06-30,Mankayan,Snap Beans,126.798
2017-07-31,Mankayan,Snap Beans,29.149
2017-08-31,Mankayan,Snap Beans,58.298
2017-09-30,Mankayan,Snap Beans,131.171
2017-10-31,Mankayan,Snap Beans,622.331
2017-11-30,Mankayan,Snap Beans,689.374
2017-12-31,Mankayan,Snap Beans,770.991
2018-01-31,Mankayan,Snap Beans,129.298
2018-02-28,Mankayan,Snap Beans,150.625
2018-03-31,Mankayan,Snap Beans,53.319
2018-04-30,Mankayan,Snap Beans,30.658
2018-05-31,Mankayan,Snap Beans,81.311
2018-06-30,Mankayan,Snap Beans,115.968
2018-07-31,Mankayan,Snap Beans,26.659
2018-08-31,Mankayan,Snap Beans,53.319
2018-09-30,Mankayan,Snap Beans,119.967
2018-10-31,Mankayan,Snap Beans,569.176
2018-11-30,Mankayan,Snap Beans,630.492
2018-12-31,Mankayan,Snap Beans,705.138
2019-01-31,Mankayan,Snap Beans,133.322
2019-02-28,Mankayan,Snap Beans,155.313
2019-03-31,Mankayan,Snap Beans,54.978
2019-04-30,Mankayan,Snap Beans,31.612
2019-05-31,Mankayan,Snap Beans,83.841
2019-06-30,Mankayan,Snap Beans,119.577
2019-07-31,Mankayan,Snap Beans,27.489
2019-08-31,Mankayan,Snap Beans,54.978
2019-09-30,Mankayan,Snap Beans,123.701
2019-10-31,Mankayan,Snap Beans,586.89
2019-11-30,Mankayan,Snap Beans,650.115
2019-12-31,Mankayan,Snap Beans,727.084
2015-01-31,Sablan,Snap Beans,4.675
2015-02-28,Sablan,Snap Beans,5.447
2015-03-31,Sablan,Snap Beans,1.928
2015-04-30,Sablan,Snap Beans,1.109
2015-05-31,Sablan,Snap Beans,2.94
2015-06-30,Sablan,Snap Beans,4.193
2015-07-31,Sablan,Snap Beans,0.964
2015-08-31,Sablan,Snap Beans,1.928
2015-09-30,Sablan,Snap Beans,4.338
2015-10-31,Sablan,Snap Beans,20.581
2015-11-30,Sablan,Snap Beans,22.799
2015-12-31,Sablan,Snap Beans,25.498
2016-01-31,Sablan,Snap Beans,110.085
2016-02-29,Sablan,Snap Beans,128.244
2016-03-31,Sablan,Snap Beans,45.396
2016-04-30,Sablan,Snap Beans,26.103
2016-05-31,Sablan,Snap Beans,69.229
2016-06-30,Sablan,Snap Beans,98.736
2016-07-31,Sablan,Snap Beans,22.698
2016-08-31,Sablan,Snap Beans,45.396
2016-09-30,Sablan,Snap Beans,102.141
2016-10-31,Sablan,Snap Beans,484.602
2016-11-30,Sablan,Snap Beans,536.808
2016-12-31,Sablan,Snap Beans,600.362
2017-01-31,Sablan,Snap Beans,117.971
2017-02-28,Sablan,Snap Beans,137.431
2017-03-31,Sablan,Snap Beans,48.648
2017-04-30,Sablan,Snap Beans,27.973
2017-05-31,Sablan,Snap Beans,74.188
2017-06-30,Sablan,Snap Beans,105.809
2017-07-31,Sablan,Snap Beans,24.324
2017-08-31,Sablan,Snap Beans,48.648
2017-09-30,Sablan,Snap Beans,109.458
2017-10-31,Sablan,Snap Beans,519.317
2017-11-30,Sablan,Snap Beans,575.263
2017-12-31,Sablan,Snap Beans,643.37
2018-01-31,Sablan,Snap Beans,111.327
2018-02-28,Sablan,Snap Beans,129.69
2018-03-31,Sablan,Snap Beans,45.908
2018-04-30,Sablan,Snap Beans,26.397
2018-05-31,Sablan,Snap Beans,70.01
2018-06-30,Sablan,Snap Beans,99.85
2018-07-31,Sablan,Snap Beans,22.954
2018-08-31,Sablan,Snap Beans,45.908
2018-09-30,Sablan,Snap Beans,103.293
2018-10-31,Sablan,Snap Beans,490.068
2018-11-30,Sablan,Snap Beans,542.862
2018-12-31,Sablan,Snap Beans,607.133
2019-01-31,Sablan,Snap Beans,103.678
2019-02-28,Sablan,Snap Beans,120.78
2019-03-31,Sablan,Snap Beans,42.754
2019-04-30,Sablan,Snap Beans,24.584
2019-05-31,Sablan,Snap Beans,65.2
2019-06-30,Sablan,Snap Beans,92.99
2019-07-31,Sablan,Snap Beans,21.377
2019-08-31,Sablan,Snap Beans,42.754
2019-09-30,Sablan,Snap Beans,96.197
2019-10-31,Sablan,Snap Beans,456.399
2019-11-30,Sablan,Snap Beans,505.566
2019-12-31,Sablan,Snap Beans,565.422
2015-01-31,Tuba,Snap Beans,13.58
2015-02-28,Tuba,Snap Beans,15.82
2015-03-31,Tuba,Snap Beans,5.6
2015-04-30,Tuba,Snap Beans,3.22
2015-05-31,Tuba,Snap Beans,8.54
2015-06-30,Tuba,Snap Beans,12.18
2015-07-31,Tuba,Snap Beans,2.8
2015-08-31,Tuba,Snap Beans,5.6
2015-09-30,Tuba,Snap Beans,12.6
2015-10-31,Tuba,Snap Beans,59.78
2015-11-30,Tuba,Snap Beans,66.22
2015-12-31,Tuba,Snap Beans,74.06
2016-01-31,Tuba,Snap Beans,143.609
2016-02-29,Tuba,Snap Beans,167.297
2016-03-31,Tuba,Snap Beans,59.22
2016-04-30,Tuba,Snap Beans,34.052
2016-05-31,Tuba,Snap Beans,90.311
2016-06-30,Tuba,Snap Beans,128.804
2016-07-31,Tuba,Snap Beans,29.61
2016-08-31,Tuba,Snap Beans,59.22
2016-09-30,Tuba,Snap Beans,133.245
2016-10-31,Tuba,Snap Beans,632.174
2016-11-30,Tuba,Snap Beans,700.277
2016-12-31,Tuba,Snap Beans,783.185
2017-01-31,Tuba,Snap Beans,89.483
2017-02-28,Tuba,Snap Beans,104.243
2017-03-31,Tuba,Snap Beans,36.9
2017-04-30,Tuba,Snap Beans,21.218
2017-05-31,Tuba,Snap Beans,56.273
2017-06-30,Tuba,Snap Beans,80.258
2017-07-31,Tuba,Snap Beans,18.45
2017-08-31,Tuba,Snap Beans,36.9
2017-09-30,Tuba,Snap Beans,83.025
2017-10-31,Tuba,Snap Beans,393.908
2017-11-30,Tuba,Snap Beans,436.343
2017-12-31,Tuba,Snap Beans,488.003
2018-01-31,Tuba,Snap Beans,104.396
2018-02-28,Tuba,Snap Beans,121.616
2018-03-31,Tuba,Snap Beans,43.05
2018-04-30,Tuba,Snap Beans,24.754
2018-05-31,Tuba,Snap Beans,65.651
2018-06-30,Tuba,Snap Beans,93.634
2018-07-31,Tuba,Snap Beans,21.525
2018-08-31,Tuba,Snap Beans,43.05
2018-09-30,Tuba,Snap Beans,96.863
2018-10-31,Tuba,Snap Beans,459.559
2018-11-30,Tuba,Snap Beans,509.066
2018-12-31,Tuba,Snap Beans,569.336
2019-01-31,Tuba,Snap Beans,64.02
2019-02-28,Tuba,Snap Beans,74.58
2019-03-31,Tuba,Snap Beans,26.4
2019-04-30,Tuba,Snap Beans,15.18
2019-05-31,Tuba,Snap Beans,40.26
2019-06-30,Tuba,Snap Beans,57.42
2019-07-31,Tuba,Snap Beans,13.2
2019-08-31,Tuba,Snap Beans,26.4
2019-09-30,Tuba,Snap Beans,59.4
2019-10-31,Tuba,Snap Beans,281.82
2019-11-30,Tuba,Snap Beans,312.18
2019-12-31,Tuba,Snap Beans,349.14
2015-01-31,Tublay,Snap Beans,0.962
2015-02-28,Tublay,Snap Beans,1.12
2015-03-31,Tublay,Snap Beans,0.397
2015-04-30,Tublay,Snap Beans,0.228
2015-05-31,Tublay,Snap Beans,0.605
2015-06-30,Tublay,Snap Beans,0.863
2015-07-31,Tublay,Snap Beans,0.198
2015-08-31,Tublay,Snap Beans,0.397
2015-09-30,Tublay,Snap Beans,0.892
2015-10-31,Tublay,Snap Beans,4.234
2015-11-30,Tublay,Snap Beans,4.69
2015-12-31,Tublay,Snap Beans,5.245
2016-01-31,Tublay,Snap Beans,28.819
2016-02-29,Tublay,Snap Beans,33.573
2016-03-31,Tublay,Snap Beans,11.884
2016-04-30,Tublay,Snap Beans,6.833
2016-05-31,Tublay,Snap Beans,18.123
2016-06-30,Tublay,Snap Beans,25.848
2016-07-31,Tublay,Snap Beans,5.942
2016-08-31,Tublay,Snap Beans,11.884
2016-09-30,Tublay,Snap Beans,26.739
2016-10-31,Tublay,Snap Beans,126.864
2016-11-30,Tublay,Snap Beans,140.531
2016-12-31,Tublay,Snap Beans,157.169
2017-01-31,Tublay,Snap Beans,37.524
2017-02-28,Tublay,Snap Beans,43.714
2017-03-31,Tublay,Snap Beans,15.474
2017-04-30,Tublay,Snap Beans,8.898
2017-05-31,Tublay,Snap Beans,23.598
2017-06-30,Tublay,Snap Beans,33.656
2017-07-31,Tublay,Snap Beans,7.737
2017-08-31,Tublay,Snap Beans,15.474
2017-09-30,Tublay,Snap Beans,34.817
2017-10-31,Tublay,Snap Beans,165.185
2017-11-30,Tublay,Snap Beans,182.98
2017-12-31,Tublay,Snap Beans,204.644
2018-01-31,Tublay,Snap Beans,15.462
2018-02-28,Tublay,Snap Beans,18.012
2018-03-31,Tublay,Snap Beans,6.376
2018-04-30,Tublay,Snap Beans,3.666
2018-05-31,Tublay,Snap Beans,9.723
2018-06-30,Tublay,Snap Beans,13.868
2018-07-31,Tublay,Snap Beans,3.188
2018-08-31,Tublay,Snap Beans,6.376
2018-09-30,Tublay,Snap Beans,14.346
2018-10-31,Tublay,Snap Beans,68.064
2018-11-30,Tublay,Snap Beans,75.396
2018-12-31,Tublay,Snap Beans,84.323
2019-01-31,Tublay,Snap Beans,27.73
2019-02-28,Tublay,Snap Beans,32.304
2019-03-31,Tublay,Snap Beans,11.435
2019-04-30,Tublay,Snap Beans,6.575
2019-05-31,Tublay,Snap Beans,17.438
2019-06-30,Tublay,Snap Beans,24.871
2019-07-31,Tublay,Snap Beans,5.718
2019-08-31,Tublay,Snap Beans,11.435
2019-09-30,Tublay,Snap Beans,25.729
2019-10-31,Tublay,Snap Beans,122.069
2019-11-30,Tublay,Snap Beans,135.219
2019-12-31,Tublay,Snap Beans,151.228
2015-01-31,Atok,Garden Peas,81.928
2015-02-28,Atok,Garden Peas,27.038
2015-03-31,Atok,Garden Peas,9.961
2015-04-30,Atok,Garden Peas,22.566
2015-05-31,Atok,Garden Peas,45.335
2015-06-30,Atok,Garden Peas,51.84
2015-07-31,Atok,Garden Peas,4.066
2015-08-31,Atok,Garden Peas,8.132
2015-09-30,Atok,Garden Peas,18.297
2015-10-31,Atok,Garden Peas,20.33
2015-11-30,Atok,Garden Peas,40.456
2015-12-31,Atok,Garden Peas,76.642
2016-01-31,Atok,Garden Peas,87.997
2016-02-29,Atok,Garden Peas,29.041
2016-03-31,Atok,Garden Peas,10.699
2016-04-30,Atok,Garden Peas,24.237
2016-05-31,Atok,Garden Peas,48.693
2016-06-30,Atok,Garden Peas,55.681
2016-07-31,Atok,Garden Peas,4.367
2016-08-31,Atok,Garden Peas,8.734
2016-09-30,Atok,Garden Peas,19.652
2016-10-31,Atok,Garden Peas,21.836
2016-11-30,Atok,Garden Peas,43.453
2016-12-31,Atok,Garden Peas,82.32
2017-01-31,Atok,Garden Peas,42.849
2017-02-28,Atok,Garden Peas,14.141
2017-03-31,Atok,Garden Peas,5.21
2017-04-30,Atok,Garden Peas,11.802
2017-05-31,Atok,Garden Peas,23.71
2017-06-30,Atok,Garden Peas,27.113
2017-07-31,Atok,Garden Peas,2.127
2017-08-31,Atok,Garden Peas,4.253
2017-09-30,Atok,Garden Peas,9.569
2017-10-31,Atok,Garden Peas,10.633
2017-11-30,Atok,Garden Peas,21.159
2017-12-31,Atok,Garden Peas,40.085
2018-01-31,Atok,Garden Peas,47.627
2018-02-28,Atok,Garden Peas,15.718
2018-03-31,Atok,Garden Peas,5.791
2018-04-30,Atok,Garden Peas,13.118
2018-05-31,Atok,Garden Peas,26.354
2018-06-30,Atok,Garden Peas,30.136
2018-07-31,Atok,Garden Peas,2.364
2018-08-31,Atok,Garden Peas,4.727
2018-09-30,Atok,Garden Peas,10.636
2018-10-31,Atok,Garden Peas,11.818
2018-11-30,Atok,Garden Peas,23.518
2018-12-31,Atok,Garden Peas,44.554
2019-01-31,Atok,Garden Peas,63.817
2019-02-28,Atok,Garden Peas,21.061
2019-03-31,Atok,Garden Peas,7.759
2019-04-30,Atok,Garden Peas,17.577
2019-05-31,Atok,Garden Peas,35.313
2019-06-30,Atok,Garden Peas,40.381
2019-07-31,Atok,Garden Peas,3.167
2019-08-31,Atok,Garden Peas,6.334
2019-09-30,Atok,Garden Peas,14.252
2019-10-31,Atok,Garden Peas,15.836
2019-11-30,Atok,Garden Peas,31.513
2019-12-31,Atok,Garden Peas,59.7
2015-01-31,Bakun,Garden Peas,147.401
2015-02-28,Bakun,Garden Peas,48.646
2015-03-31,Bakun,Garden Peas,17.922
2015-04-30,Bakun,Garden Peas,40.599
2015-05-31,Bakun,Garden Peas,81.564
2015-06-30,Bakun,Garden Peas,93.269
2015-07-31,Bakun,Garden Peas,7.315
2015-08-31,Bakun,Garden Peas,14.63
2015-09-30,Bakun,Garden Peas,32.918
2015-10-31,Bakun,Garden Peas,36.576
2015-11-30,Bakun,Garden Peas,72.786
2015-12-31,Bakun,Garden Peas,137.892
2016-01-31,Bakun,Garden Peas,174.713
2016-02-29,Bakun,Garden Peas,57.659
2016-03-31,Bakun,Garden Peas,21.243
2016-04-30,Bakun,Garden Peas,48.122
2016-05-31,Bakun,Garden Peas,96.677
2016-06-30,Bakun,Garden Peas,110.55
2016-07-31,Bakun,Garden Peas,8.671
2016-08-31,Bakun,Garden Peas,17.341
2016-09-30,Bakun,Garden Peas,39.018
2016-10-31,Bakun,Garden Peas,43.353
2016-11-30,Bakun,Garden Peas,86.272
2016-12-31,Bakun,Garden Peas,163.441
2017-01-31,Bakun,Garden Peas,217.423
2017-02-28,Bakun,Garden Peas,71.755
2017-03-31,Bakun,Garden Peas,26.436
2017-04-30,Bakun,Garden Peas,59.886
2017-05-31,Bakun,Garden Peas,120.311
2017-06-30,Bakun,Garden Peas,137.575
2017-07-31,Bakun,Garden Peas,10.79
2017-08-31,Bakun,Garden Peas,21.58
2017-09-30,Bakun,Garden Peas,48.556
2017-10-31,Bakun,Garden Peas,53.951
2017-11-30,Bakun,Garden Peas,107.362
2017-12-31,Bakun,Garden Peas,203.395
2018-01-31,Bakun,Garden Peas,286.368
2018-02-28,Bakun,Garden Peas,94.508
2018-03-31,Bakun,Garden Peas,34.819
2018-04-30,Bakun,Garden Peas,78.875
2018-05-31,Bakun,Garden Peas,158.462
2018-06-30,Bakun,Garden Peas,181.2
2018-07-31,Bakun,Garden Peas,14.212
2018-08-31,Bakun,Garden Peas,28.424
2018-09-30,Bakun,Garden Peas,63.953
2018-10-31,Bakun,Garden Peas,71.059
2018-11-30,Bakun,Garden Peas,141.407
2018-12-31,Bakun,Garden Peas,267.892
2019-01-31,Bakun,Garden Peas,280.714
2019-02-28,Bakun,Garden Peas,92.642
2019-03-31,Bakun,Garden Peas,34.131
2019-04-30,Bakun,Garden Peas,77.318
2019-05-31,Bakun,Garden Peas,155.333
2019-06-30,Bakun,Garden Peas,177.623
2019-07-31,Bakun,Garden Peas,13.931
2019-08-31,Bakun,Garden Peas,27.862
2019-09-30,Bakun,Garden Peas,62.69
2019-10-31,Bakun,Garden Peas,69.656
2019-11-30,Bakun,Garden Peas,138.615
2019-12-31,Bakun,Garden Peas,262.603
2015-01-31,Bokod,Garden Peas,30.451
2015-02-28,Bokod,Garden Peas,10.049
2015-03-31,Bokod,Garden Peas,3.702
2015-04-30,Bokod,Garden Peas,8.387
2015-05-31,Bokod,Garden Peas,16.85
2015-06-30,Bokod,Garden Peas,19.268
2015-07-31,Bokod,Garden Peas,1.511
2015-08-31,Bokod,Garden Peas,3.022
2015-09-30,Bokod,Garden Peas,6.8
2015-10-31,Bokod,Garden Peas,7.556
2015-11-30,Bokod,Garden Peas,15.036
2015-12-31,Bokod,Garden Peas,28.486
2016-01-31,Bokod,Garden Peas,44.33
2016-02-29,Bokod,Garden Peas,14.63
2016-03-31,Bokod,Garden Peas,5.39
2016-04-30,Bokod,Garden Peas,12.21
2016-05-31,Bokod,Garden Peas,24.53
2016-06-30,Bokod,Garden Peas,28.05
2016-07-31,Bokod,Garden Peas,2.2
2016-08-31,Bokod,Garden Peas,4.4
2016-09-30,Bokod,Garden Peas,9.9
2016-10-31,Bokod,Garden Peas,11
2016-11-30,Bokod,Garden Peas,21.89
2016-12-31,Bokod,Garden Peas,41.47
2017-01-31,Bokod,Garden Peas,47.554
2017-02-28,Bokod,Garden Peas,15.694
2017-03-31,Bokod,Garden Peas,5.782
2017-04-30,Bokod,Garden Peas,13.098
2017-05-31,Bokod,Garden Peas,26.314
2017-06-30,Bokod,Garden Peas,30.09
2017-07-31,Bokod,Garden Peas,2.36
2017-08-31,Bokod,Garden Peas,4.72
2017-09-30,Bokod,Garden Peas,10.62
2017-10-31,Bokod,Garden Peas,11.8
2017-11-30,Bokod,Garden Peas,23.482
2017-12-31,Bokod,Garden Peas,44.486
2018-01-31,Bokod,Garden Peas,44.91
2018-02-28,Bokod,Garden Peas,14.822
2018-03-31,Bokod,Garden Peas,5.461
2018-04-30,Bokod,Garden Peas,12.37
2018-05-31,Bokod,Garden Peas,24.851
2018-06-30,Bokod,Garden Peas,28.417
2018-07-31,Bokod,Garden Peas,2.229
2018-08-31,Bokod,Garden Peas,4.458
2018-09-30,Bokod,Garden Peas,10.03
2018-10-31,Bokod,Garden Peas,11.144
2018-11-30,Bokod,Garden Peas,22.177
2018-12-31,Bokod,Garden Peas,42.013
2019-01-31,Bokod,Garden Peas,51.584
2019-02-28,Bokod,Garden Peas,17.024
2019-03-31,Bokod,Garden Peas,6.272
2019-04-30,Bokod,Garden Peas,14.208
